Date,AAPL,BP,GE,IBM,KO
2018-11-09,51.11750030517578,41.2400016784668,51.522247314453125,118.1070785522461,49.68000030517578
2018-11-12,48.54249954223633,40.869998931884766,47.97934341430664,115.58317565917969,49.869998931884766
2018-11-13,48.057498931884766,39.810001373291016,51.702396392822266,115.52581024169922,49.86000061035156
2018-11-14,46.70000076293945,40.33000183105469,49.960968017578125,114.91395568847656,49.7599983215332
2018-11-15,47.852500915527344,41.15999984741211,49.06023025512695,116.09942626953125,49.7400016784668
2018-11-16,48.38249969482422,40.84000015258789,48.15949249267578,116.22370910644531,50.16999816894531
2018-11-19,46.46500015258789,40.91999816894531,47.07860565185547,115.01911926269531,50.5099983215332
2018-11-20,44.244998931884766,40.099998474121094,45.93766784667969,112.04589080810547,49.380001068115234
2018-11-21,44.19499969482422,41.27000045776367,46.89845657348633,113.35564422607422,48.72999954223633
2018-11-23,43.0724983215332,39.88999938964844,45.457275390625,112.03633117675781,49.02000045776367
2018-11-26,43.654998779296875,40.529998779296875,45.5173225402832,114.3021011352539,48.869998931884766
2018-11-27,43.560001373291016,40.31999969482422,44.6766357421875,114.75143432617188,49.369998931884766
2018-11-28,45.23500061035156,40.84000015258789,46.478111267089844,117.5908203125,49.709999084472656
2018-11-29,44.88750076293945,40.47999954223633,47.67909622192383,116.13766479492188,48.97999954223633
2018-11-30,44.64500045776367,40.349998474121094,45.036930084228516,118.80496978759766,50.400001525878906
2018-12-03,46.20500183105469,41.189998626708984,46.89845657348633,119.79923248291016,49.689998626708984
2018-12-04,44.17250061035156,40.95000076293945,43.71584701538086,116.25238800048828,49.58000183105469
2018-12-06,43.68000030517578,39.59000015258789,44.136192321777344,118.46080017089844,49.380001068115234
2018-12-07,42.122501373291016,39.5099983215332,42.09451675415039,114.09178161621094,49.09000015258789
2018-12-10,42.400001525878906,39.369998931884766,41.6141242980957,115.80306243896484,49.2400016784668
2018-12-11,42.157501220703125,39.08000183105469,40.593284606933594,115.57361602783203,49.540000915527344
2018-12-12,42.275001525878906,39.04999923706055,40.29304122924805,115.83174133300781,49.220001220703125
2018-12-13,42.73749923706055,39.290000915527344,43.23545455932617,115.42064666748047,49.470001220703125
2018-12-14,41.369998931884766,38.65999984741211,42.63496017456055,114.62715148925781,49.34000015258789
2018-12-17,40.98500061035156,38.40999984741211,42.93520736694336,110.9942626953125,48.33000183105469
2018-12-18,41.51750183105469,37.81999969482422,43.71584701538086,111.52007293701172,48.31999969482422
2018-12-19,40.22249984741211,37.650001525878906,45.997718811035156,111.30975341796875,47.900001525878906
2018-12-20,39.20750045776367,37.2599983215332,44.6766357421875,108.04971313476562,47.540000915527344
2018-12-21,37.682498931884766,37.66999816894531,42.93520736694336,106.06118774414062,47.56999969482422
